user_id,parent_asin,score,rank
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,B09NTKJMWX,5.0,1
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,059332854X,5.0,2
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,1496726537,5.0,3
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,B09HTFX44X,5.0,4
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,1728247896,5.0,5
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,0785252177,5.0,6
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,1448218012,5.0,7
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,198212038X,5.0,8
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,059331381X,5.0,9
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,1728242592,5.0,10
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,1728250447,5.0,11
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,059332109X,5.0,12
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,0593331265,5.0,13
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,B094DPKFHX,5.0,14
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,1982150319,5.0,15
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,B091Y4KGFH,5.0,16
AHWCZ47A7FIYEJ7KEJG3BO3F5YXQ,0008544646,5.0,1
AHWCZ47A7FIYEJ7KEJG3BO3F5YXQ,1525899759,5.0,2
AHWCZ47A7FIYEJ7KEJG3BO3F5YXQ,1250843936,5.0,3
AHWCZ47A7FIYEJ7KEJG3BO3F5YXQ,0063144042,5.0,4
AGE522R3Q7EE2UQ5VLYH4CT4VBBQ,B09YKQJY3S,5.0,1
AGE522R3Q7EE2UQ5VLYH4CT4VBBQ,B0BHTF999K,5.0,2
AGE522R3Q7EE2UQ5VLYH4CT4VBBQ,B0B2KBS3WL,5.0,3
AGE522R3Q7EE2UQ5VLYH4CT4VBBQ,B09HTFX44X,5.0,4
AGE522R3Q7EE2UQ5VLYH4CT4VBBQ,B09QT72ZVD,5.0,5
AGE522R3Q7EE2UQ5VLYH4CT4VBBQ,0062980076,5.0,6
AGE522R3Q7EE2UQ5VLYH4CT4VBBQ,125027320X,5.0,7
AGE522R3Q7EE2UQ5VLYH4CT4VBBQ,B08VJKS4ZX,5.0,8
AGE522R3Q7EE2UQ5VLYH4CT4VBBQ,B08X48H9JQ,5.0,9
AGE522R3Q7EE2UQ5VLYH4CT4VBBQ,B094GS94R4,5.0,10
AGE522R3Q7EE2UQ5VLYH4CT4VBBQ,0778311937,5.0,11
AGE522R3Q7EE2UQ5VLYH4CT4VBBQ,B098433CGQ,5.0,12
AGE522R3Q7EE2UQ5VLYH4CT4VBBQ,B09LD81BV4,5.0,13
AHB63HJQYFDHLYNGJ4YF55R65QMQ,B09QKWJD79,5.0,1
AHB63HJQYFDHLYNGJ4YF55R65QMQ,1662505779,5.0,2
AHB63HJQYFDHLYNGJ4YF55R65QMQ,1250795974,5.0,3
AHB63HJQYFDHLYNGJ4YF55R65QMQ,1982190973,5.0,4
AHB63HJQYFDHLYNGJ4YF55R65QMQ,0593500164,5.0,5
AHB63HJQYFDHLYNGJ4YF55R65QMQ,B09S3QGHYK,5.0,6
AHB63HJQYFDHLYNGJ4YF55R65QMQ,0063135140,5.0,7
