user_id,parent_asin,score,rank
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1501110365,0.34582156,1
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593440870,0.34187457,2
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593334833,0.34111208,3
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593202341,0.3332795,4
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1982198990,0.33113298,5
AE22EJZ4354VB7MN4IE2CDGHA2DQ,B09JPJ56FN,0.32417414,6
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1534493794,0.29909068,7
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593337697,0.29292014,8
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1982158808,0.29211628,9
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593329341,0.28463742,10
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593438531,0.28422743,11
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593335120,0.28394735,12
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593336488,0.27233094,13
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593331540,0.2677627,14
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593101162,0.26766938,15
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1668004402,0.2657102,16
AE22EJZ4354VB7MN4IE2CDGHA2DQ,059333521X,0.26238725,17
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593158067,0.26173896,18
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593201930,0.26059514,19
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593422066,0.2599469,20
AE22EJZ4354VB7MN4IE2CDGHA2DQ,198218017X,0.2591564,21
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593241223,0.25873405,22
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1982150319,0.2579328,23
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1982175257,0.25785777,24
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1984820648,0.2572988,25
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593098897,0.257267,26
AE22EJZ4354VB7MN4IE2CDGHA2DQ,052553900X,0.25676364,27
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593335325,0.25553694,28
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593337220,0.2538875,29
AE22EJZ4354VB7MN4IE2CDGHA2DQ,059341991X,0.2538614,30
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1982153989,0.25374255,31
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1101885084,0.2529754,32
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1668005425,0.2526998,33
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593379160,0.25241616,34
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593296990,0.25212377,35
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1665901926,0.25180462,36
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593243420,0.2515482,37
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593201175,0.2504626,38
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593438698,0.25001237,39
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1982168625,0.24992281,40
AE22EJZ4354VB7MN4IE2CDGHA2DQ,B08VKLGQ71,0.24917465,41
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1982188707,0.24672677,42
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593318935,0.24417946,43
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593358708,0.2432992,44
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593375521,0.24284631,45
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593439252,0.24254069,46
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0525521321,0.24215116,47
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593337565,0.2412627,48
AE22EJZ4354VB7MN4IE2CDGHA2DQ,198212038X,0.23898306,49
AE22EJZ4354VB7MN4IE2CDGHA2DQ,198482063X,0.2377106,50
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0385544820,0.23745853,51
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593185595,0.23509473,52
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593422511,0.23424043,53
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593184491,0.23415132,54
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1492673153,0.23337188,55
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1982166452,0.23311155,56
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1984803042,0.23297235,57
AE22EJZ4354VB7MN4IE2CDGHA2DQ,B09GW1Z9G6,0.23254934,58
AE22EJZ4354VB7MN4IE2CDGHA2DQ,B09HH3B81R,0.23221178,59
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0425286649,0.23198351,60
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1984855999,0.23050718,61
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593328337,0.23036663,62
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593336844,0.23004915,63
AE22EJZ4354VB7MN4IE2CDGHA2DQ,B098441GNT,0.22961673,64
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1538737620,0.22949998,65
AE22EJZ4354VB7MN4IE2CDGHA2DQ,B09841MH3Z,0.22876017,66
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593358511,0.22803132,67
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593199448,0.22657153,68
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593436814,0.22654155,69
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593440196,0.22589299,70
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593447727,0.22523454,71
AE22EJZ4354VB7MN4IE2CDGHA2DQ,038554734X,0.22518164,72
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1534449736,0.22460856,73
