user_id,parent_asin,score,rank
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1982198990,0.3311331378965091,1
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593438531,0.284227277528525,2
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593335120,0.2839469945838004,3
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593336488,0.2723309075356221,4
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1668004402,0.2657104850761175,5
AE22EJZ4354VB7MN4IE2CDGHA2DQ,059333521X,0.2623874689529836,6
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593158067,0.26173896,7
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593186508,0.1226191682582312,8
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593431111,0.1000594110097324,9
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593358708,0.0915720897839164,10
AE22EJZ4354VB7MN4IE2CDGHA2DQ,052553900X,0.0903724321594315,11
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593337220,0.0879603962764787,12
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593422511,0.0822785574558341,13
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593446062,0.081933239249106,14
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593337565,0.0781851574827283,15
AE22EJZ4354VB7MN4IE2CDGHA2DQ,B09P9KH5V5,0.0776103176831373,16
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593318935,0.0760303038259255,17
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593438698,0.0758393747316771,18
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1668005425,0.0756071380446648,19
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593447727,0.0755123975141054,20
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B096TN94YZ,0.2109365248544037,1
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,1982198990,0.2083985593721294,2
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B09C4T1NBZ,0.20831676,3
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,0593438531,0.1827122319854682,4
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,1668004402,0.1817660450136006,5
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,1534449736,0.1796344378788536,6
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,1684337321,0.168041530032109,7
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,0593185412,0.1660567518541801,8
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,052553900X,0.0568758680832094,9
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,0593420039,0.0565154619955629,10
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,0593358708,0.0487455455209922,11
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,0593422511,0.0469023615942585,12
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,0593337220,0.0468229731445169,13
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,0593446062,0.0467055151752418,14
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,0593296990,0.0459648827997607,15
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,0593321200,0.0458047172749972,16
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,0593335120,0.0457176537879854,17
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,0593318935,0.0447293829036712,18
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B09P9KH5V5,0.0442412615871849,19
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,0593336488,0.0432608845824214,20
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B09RW9QZB5,0.3459705412428975,1
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BHMS26KN,0.28131694,2
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BHL4N9MK,0.2812663,3
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BM2VDTJV,0.2559154889849782,4
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B09RVZN4CY,0.2506180101240015,5
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0B88QGVB1,0.2309719475339985,6
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0B5P5FYHQ,0.2189437069499373,7
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BMSV6R9T,0.21221909,8
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BCXSXYH8,0.19852395266819,9
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BJVJ62K4,0.1325496840072557,10
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BGZLG2N1,0.1142981334576588,11
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BGKZBQ3B,0.0827993281895005,12
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,1736132997,0.0595822828149318,13
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BCSH4PY3,0.0538686589739799,14
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BM4BXQ4B,0.0465410687050795,15
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,1728264693,0.0385376698454618,16
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0B1FY6SYX,0.0373920880922555,17
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BJL4KKVF,0.0370554238127481,18
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,1728247624,0.0366971674711901,19
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BJ57JZSD,0.0344652825878673,20
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,1982198990,0.3304351375636768,1
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,B09NCNP1KG,0.2852097839996516,2
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,1982153989,0.2843694583015204,3
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,0593335120,0.2751944155393958,4
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,0593158067,0.27200693,5
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,0593336488,0.2650566684027791,6
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,0593420039,0.0945732623550093,7
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,052553900X,0.0901819348020035,8
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,1668004402,0.0835662110918998,9
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,0593296990,0.0816856986032247,10
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,B09X15P15B,0.0789452191990017,11
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,0593422511,0.0759940909865856,12
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,0593446062,0.0756751483114481,13
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,0593358708,0.0747098786141872,14
AE2KIIHPQKO3QZ6TBKHQTZYPC65A,0593337220,0.0717632473407387,15
