user_id,parent_asin,score,rank
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593331265,5.00000025312489,1
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593230485,5.000000241565091,2
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0063088533,5.000000219679264,3
AE22EJZ4354VB7MN4IE2CDGHA2DQ,198482063X,5.000000219679264,4
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0316312487,5.000000219679264,5
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1250765846,5.0000002030502895,6
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593202341,5.000000160740497,7
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1538737620,5.000000152990259,8
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0316368768,5.000000118389481,9
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593184459,5.0000001126713975,10
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593334833,5.000000109151509,11
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1250780861,5.000000107653271,12
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1538704374,5.000000105779994,13
AE22EJZ4354VB7MN4IE2CDGHA2DQ,B09842Z6H3,5.000000099247712,14
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593539877,5.000000098775845,15
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593158687,5.000000095099,16
AE22EJZ4354VB7MN4IE2CDGHA2DQ,0593358333,5.000000072488251,17
AE22EJZ4354VB7MN4IE2CDGHA2DQ,B0B2KBS3WL,5.000000071908825,18
AE22EJZ4354VB7MN4IE2CDGHA2DQ,B0BHTF999K,5.000000071908825,19
AE22EJZ4354VB7MN4IE2CDGHA2DQ,1982188731,5.000000064994611,20
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B09TN9VY1T,5.000000237727953,1
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B08DKK66PM,5.00000023335459,2
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B09L5C3BGF,5.000000207782027,3
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,0578301199,5.000000205505092,4
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B0B3ZXHFDV,5.00000019708818,5
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B09TFY4N5P,5.0000001778255285,6
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B0BPGJND7X,5.000000143563652,7
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B0B14B2P95,5.0000001349565,8
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B0BCH311Q4,5.0000001349565,9
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,1684631017,5.000000105195662,10
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B09R3BYBBK,5.0000000931075705,11
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B096TN94YZ,5.000000064043336,12
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B0BKHRWKBD,5.000000042243073,13
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,1957893117,5.000000025340884,14
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B0B8MXRTX4,5.000000021352307,15
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,153933807X,4.999999919701467,16
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,1946446777,4.999999916786673,17
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B09VGSCXTV,4.99999987927814,18
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B09NR2T96Q,4.999999854584987,19
AE25PBFVZPUNBOKFL4PAL7Z3MQRA,B0B7QHRK5Q,4.999999805795996,20
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BGZLG2N1,5.000000333828464,1
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0B7QHRKGV,5.000000280348686,2
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BGKZBQ3B,5.000000186447596,3
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0B28HQN18,5.000000161761897,4
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BJ57JZSD,5.000000065402054,5
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BHMS26KN,5.000000064452047,6
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BJL4KKVF,5.000000037262351,7
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0B6XN1V9C,5.000000033332423,8
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0B67292QY,4.9999999886902655,9
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BJVJ62K4,4.999999962542301,10
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0BCSFB4PS,4.999999889410246,11
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B09WHF1BLQ,4.999999877882716,12
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B09ZCX7J6V,4.999999876163472,13
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B0B9QM2659,4.999999871919237,14
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B09LXKGMBZ,4.999999865558817,15
AE2HXICMT6PERVL3EOWNRJ6Z4Q6Q,B09ZZ327D6,4.999999837239557,16
